"","FIPS","summer_tmmx","summer_rmax","winter_tmmx","winter_rmax","state","Countynames","State_abbrev","young_perc","median_perc","old_perc","lowerthan_HS","with_HS","with_BS","Bachelor_orhigher_perc","poverty_perc","Median_HH_income","population","Black.perc","Hispanic.or.Latino.perc","area","density","q_popdensity","q_poverty","smoke_perc","obese_perc","inactive_perc","diabetes_perc","temp"
"1",1001,93.01853937,97.46153544,61.33559842,86.49314281,"Alabama","Autauga ","AL",0.191885038,0.134359094,0.077813349,0.113,0.326,0.284,0.277,0.138,59338,111202,0.206,0.03,595.97,186.589929,4,2,0.333,0.180815572,0.347,0.111,77.177068895
"2",1003,89.67087895,98.56998822,64.12382188,87.72376285,"Alabama","Baldwin ","AL",0.141910632,0.114348761,0.08478571,0.097,0.276,0.313,0.313,0.098,57588,436044,0.097,0.046,1596.35,273.1506249,4,1,0.31,0.174890326,0.265,0.107,76.897350415
"3",1005,92.65556843,98.47574525,63.47640814,87.35207323,"Alabama","Barbour ","AL",0.113120533,0.077723585,0.058334943,0.27,0.357,0.251,0.122,0.309,34382,49762,0.493,0.043,884.9,56.23460278,2,3,0.417,0.219999845,0.235,0.176,78.065988285
"4",1007,91.90367663,96.2031766,60.54148708,84.99507895,"Alabama","Bibb ","AL",0.025220092,0.017311035,0.01051312,0.168,0.473,0.244,0.115,0.218,46064,44800,0.219,0.026,623.03,71.90664976,3,3,0.376,0.191141999,0.335,0.145,76.222581855
"5",1009,90.67687411,95.23037594,56.89944835,84.71012874,"Alabama","Blount ","AL",0.055095698,0.040826898,0.027876885,0.198,0.34,0.335,0.126,0.132,50412,115680,0.022,0.096,645.59,179.1849316,4,2,0.338,0.19208672,0.303,0.17,73.78816123
"6",1011,92.11170928,97.99387851,62.70144155,87.4710516,"Alabama","Bullock ","AL",0.196784376,0.132570527,0.081919511,0.248,0.397,0.223,0.133,0.425,29267,20276,0.714,0.08,625.01,32.44108094,2,3,0.372,0.22894664,0.246,0.237,77.406575415
"7",1013,92.39790569,97.08961056,63.48404323,87.69845719,"Alabama","Butler ","AL",0.00471745,0.003480242,0.002718726,0.154,0.439,0.246,0.161,0.245,37365,39360,0.456,0.015,776.87,50.6648474,2,3,0.433,0.21765335,0.395,0.192,77.94097446
"8",1015,91.40284789,95.69446075,57.88739288,85.10584598,"Alabama","Calhoun ","AL",0.062608711,0.043572103,0.02915318,0.159,0.324,0.337,0.18,0.195,45400,228554,0.222,0.039,608.46,375.6269927,5,3,0.385,0.206125604,0.317,0.175,74.645120385
"9",1017,92.15811434,97.17049253,61.02149883,85.08328369,"Alabama","Chambers ","AL",0.078211887,0.061516518,0.043131893,0.186,0.384,0.297,0.132,0.187,39917,67230,0.408,0.026,597.17,112.5810071,3,3,0.401,0.193929271,0.301,0.199,76.589806585
"10",1019,92.08797835,96.24014222,56.57140693,86.45644533,"Alabama","Cherokee ","AL",0.008355327,0.007717087,0.006001064,0.198,0.383,0.29,0.129,0.163,42132,52064,0.05,0.016,553.12,94.12785652,3,2,0.35,0.174986738,0.313,0.152,74.32969264
"11",1021,91.83462367,96.19793367,60.35449821,85.14918195,"Alabama","Chilton ","AL",0.185966978,0.132459856,0.083924082,0.178,0.441,0.24,0.142,0.173,47547,88306,0.111,0.079,693.98,127.245742,4,3,0.377,0.201889791,0.332,0.186,76.09456094
"12",1023,92.83651663,97.68355684,63.19081158,87.36318,"Alabama","Choctaw ","AL",0.057688546,0.051624892,0.041257999,0.186,0.382,0.302,0.13,0.221,39907,25682,0.421,0.01,913.51,28.11354008,2,3,0.413,0.187932483,0.362,0.174,78.013664105
"13",1025,91.6805501,98.82671285,63.59436667,87.36397106,"Alabama","Clarke ","AL",0.022072851,0.017214361,0.012455451,0.188,0.437,0.249,0.126,0.228,40741,47840,0.452,0.014,1238.38,38.63111484,2,3,0.341,0.205796553,0.346,0.224,77.637458385
"14",1027,90.45390786,97.32305096,58.27944541,86.48501736,"Alabama","Clay ","AL",0.003149678,0.002649431,0.001914019,0.245,0.363,0.291,0.102,0.176,39201,26550,0.152,0.03,605.07,43.87922059,2,3,0.406,0.196203542,0.326,0.135,74.366676635
"15",1029,90.76987115,97.51441899,58.05929938,85.79110645,"Alabama","Cleburne ","AL",0.064627553,0.051211454,0.036481278,0.226,0.396,0.241,0.137,0.16,46495,29974,0.036,0.025,560.21,53.50493565,2,2,0.373,0.183744658,0.313,0.125,74.414585265
"16",1031,91.07303301,98.31060899,63.58086552,86.60800187,"Alabama","Coffee ","AL",0.064936099,0.044568088,0.029200011,0.138,0.279,0.349,0.234,0.138,55122,103818,0.19,0.076,678.99,152.9006318,4,2,0.342,0.174447576,0.308,0.161,77.326949265
"17",1033,90.59764411,95.63026769,55.47184971,86.06235501,"Alabama","Colbert ","AL",0.177951864,0.136143676,0.099649392,0.156,0.36,0.297,0.187,0.138,49055,109524,0.172,0.027,594.53,184.2194675,4,2,0.306,0.186588211,0.366,0.162,73.03474691
"18",1035,91.21562354,98.47223655,63.36681692,87.87095923,"Alabama","Conecuh ","AL",0.163598599,0.138673943,0.112486764,0.192,0.488,0.213,0.107,0.244,32613,24554,0.47,0.022,850.79,28.86023578,2,3,0.43,0.21107513,0.407,0.259,77.29122023
"19",1037,92.29592532,95.57536301,60.22724978,86.44817198,"Alabama","Coosa ","AL",0.153756416,0.162949137,0.115772282,0.204,0.386,0.295,0.116,0.189,42423,21430,0.314,0.025,652.44,32.84593219,2,3,0.403,0.203999656,0.353,0.208,76.26158755
"20",1039,91.90486386,98.52597794,64.62494975,87.2626806,"Alabama","Covington ","AL",0.110469385,0.090689303,0.069754115,0.171,0.354,0.325,0.149,0.199,40203,73972,0.135,0.017,1033.82,71.55210772,3,3,0.317,0.192494515,0.355,0.153,78.264906805
"21",1041,91.83662437,97.63359276,63.39890663,87.27656076,"Alabama","Crenshaw ","AL",0.174804688,0.136212384,0.095088252,0.216,0.388,0.24,0.156,0.195,39057,27648,0.247,0.023,609.58,45.35581876,2,3,0.38,0.186469296,0.335,0.182,77.6177655
"22",1043,90.63618539,96.26481334,56.56491674,86.90132318,"Alabama","Cullman ","AL",0.182330241,0.132259534,0.092555308,0.182,0.356,0.324,0.137,0.145,45796,166884,0.018,0.044,738.43,225.998402,4,2,0.369,0.179010712,0.367,0.193,73.600551065
"23",1045,91.64494339,97.83611208,64.15292453,85.44621345,"Alabama","Dale ","AL",0.193980309,0.125857913,0.0844636,0.142,0.327,0.361,0.17,0.162,45309,97912,0.224,0.066,561.07,174.5094195,4,2,0.372,0.200573949,0.32,0.158,77.89893396
"24",1047,92.38563155,97.8347701,61.4767051,87.31075224,"Alabama","Dallas ","AL",0.002462184,0.001824059,0.001240231,0.193,0.352,0.304,0.151,0.314,34035,76620,0.71,0.011,980.71,78.1270712,3,3,0.431,0.24088991,0.269,0.159,76.931168325
"25",1049,89.30349657,98.14906531,54.03433448,88.09899171,"Alabama","DeKalb ","AL",0.012955321,0.009325153,0.006111618,0.259,0.333,0.281,0.127,0.213,39491,142770,0.024,0.148,777.91,183.5302284,4,3,0.292,0.210282708,0.317,0.128,71.668915525
"26",1051,92.51785155,96.24867051,61.64228165,85.7561948,"Alabama","Elmore ","AL",0.149098455,0.10097026,0.056804647,0.136,0.328,0.29,0.245,0.112,60367,163774,0.223,0.03,621.26,263.6158774,4,1,0.343,0.174525019,0.264,0.158,77.0800666
"27",1053,90.76668422,98.93030191,63.82910294,87.92776481,"Alabama","Escambia ","AL",0.019536905,0.013592803,0.009361818,0.185,0.445,0.244,0.127,0.236,38418,73496,0.327,0.025,947.38,77.57816293,3,3,0.394,0.224125846,0.324,0.188,77.29789358
"28",1055,91.13237527,94.9631774,56.53580836,85.2576949,"Alabama","Etowah ","AL",0.18120311,0.136140135,0.095057609,0.155,0.329,0.339,0.177,0.175,44903,205002,0.166,0.04,534.82,383.3102726,5,3,0.355,0.201473986,0.341,0.157,73.834091815
"29",1057,92.43493306,97.44417838,58.39987608,87.78213822,"Alabama","Fayette ","AL",0.003556993,0.002857685,0.002209281,0.176,0.415,0.279,0.129,0.235,39254,32866,0.129,0.018,627.66,52.36274416,2,3,0.41,0.180015933,0.337,0.233,75.41740457
"30",1059,90.23811897,97.23118357,55.75084078,87.87448944,"Alabama","Franklin ","AL",0.002529812,0.001758677,0.001153002,0.232,0.368,0.271,0.129,0.192,39388,62726,0.053,0.178,635.64,98.6816437,3,3,0.343,0.19250583,0.381,0.148,72.994479875
"31",1061,90.98624134,98.90626506,64.41350897,86.7145041,"Alabama","Geneva ","AL",0.170213575,0.139336475,0.101485901,0.209,0.372,0.308,0.111,0.213,37823,52628,0.104,0.04,576.28,91.32366211,3,3,0.387,0.200036033,0.368,0.169,77.699875155
"32",1063,92.24754045,96.15905767,60.57571335,86.23474896,"Alabama","Greene ","AL",0.001721406,0.00136186,0.001158748,0.241,0.368,0.29,0.101,0.301,28524,16466,0.806,0.017,645.87,25.49429452,2,3,0.355,0.246328187,0.183,0.145,76.4116269
"33",1065,92.05695713,96.4084907,61.04122238,84.43018525,"Alabama","Hale ","AL",0.053669989,0.03955227,0.029131312,0.164,0.426,0.269,0.141,0.256,34724,29452,0.584,0.014,643.74,45.75139031,2,3,0.404,0.220772913,0.278,0.178,76.549089755
"34",1067,92.20522665,98.31850538,64.01604373,86.56339074,"Alabama","Henry ","AL",0.005596782,0.004534719,0.003809787,0.198,0.335,0.287,0.18,0.179,46027,34418,0.271,0.027,561.8,61.26379494,2,3,0.363,0.184298454,0.354,0.166,78.11063519
"35",1069,91.79104289,98.30250608,64.90971248,85.91318646,"Alabama","Houston ","AL",0.062807663,0.044087543,0.030043423,0.143,0.316,0.33,0.21,0.165,47993,209444,0.283,0.034,580.36,360.8863464,5,3,0.381,0.192497828,0.306,0.135,78.350377685
"36",1071,89.42313954,97.29589808,53.6969428,87.60305804,"Alabama","Jackson ","AL",0.005124363,0.004194741,0.002967068,0.175,0.408,0.275,0.142,0.197,41929,103472,0.044,0.03,1078.74,95.91931327,3,3,0.387,0.199589209,0.291,0.165,71.56004117
"37",1073,91.81789914,93.82732454,59.01951345,83.43232342,"Alabama","Jefferson ","AL",0.040559688,0.02585499,0.016186192,0.103,0.268,0.306,0.324,0.161,55013,1318600,0.442,0.04,1112.61,1185.141244,5,2,0.346,0.176220453,0.301,0.129,75.418706295
"38",1075,92.96558135,96.7901993,58.9670803,87.8838677,"Alabama","Lamar ","AL",0.015853095,0.013218958,0.010336577,0.176,0.399,0.3,0.125,0.174,40936,27688,0.115,0.017,604.85,45.77663884,2,3,0.357,0.20430552,0.365,0.188,75.966330825
"39",1077,90.48470901,96.51819799,54.85033521,86.3216441,"Alabama","Lauderdale ","AL",0.089438792,0.062809708,0.047959221,0.126,0.36,0.275,0.239,0.14,48707,184774,0.11,0.029,669.46,276.004541,4,2,0.325,0.166560043,0.285,0.138,72.66752211
"40",1079,90.67298886,96.26275706,55.68563752,86.03400667,"Alabama","Lawrence ","AL",0.014457623,0.012192731,0.007831,0.21,0.415,0.258,0.117,0.193,43909,65914,0.118,0.022,693.38,95.06187084,3,3,0.326,0.201876462,0.364,0.193,73.17931319
"41",1081,91.83312084,96.47410467,61.17418759,83.82897275,"Alabama","Lee ","AL",0.031616889,0.014958871,0.007873707,0.095,0.241,0.323,0.341,0.19,48937,327882,0.239,0.038,608.71,538.650589,5,3,0.299,0.175601404,0.213,0.09,76.503654215
"42",1083,90.69573735,94.53139586,54.94415435,84.98957518,"Alabama","Limestone ","AL",0.153764213,0.11282197,0.061022783,0.157,0.303,0.285,0.255,0.114,64863,192348,0.149,0.061,568.05,338.6110378,5,1,0.339,0.181733566,0.293,0.138,72.81994585
"43",1085,92.85414309,97.31506784,62.3325874,86.80230337,"Alabama","Lowndes ","AL",0.009288703,0.007480092,0.005074909,0.225,0.386,0.248,0.141,0.251,33973,19948,0.729,0.017,717.94,27.78505168,2,3,0.469,0.226159112,0.337,0.139,77.593365245
"44",1087,92.39735037,96.95035487,62.57529212,85.96773764,"Alabama","Macon ","AL",0.018009735,0.010784514,0.0089006,0.183,0.301,0.309,0.207,0.302,32495,36878,0.815,0.018,610.52,60.40424556,2,3,0.496,0.214146964,0.323,0.23,77.486321245
"45",1089,89.71642818,94.49823479,54.50713582,85.85655559,"Alabama","Madison ","AL",0.051684719,0.036100876,0.0197231,0.089,0.208,0.286,0.417,0.119,63755,733038,0.262,0.051,804.92,910.6967152,5,1,0.329,0.168201727,0.22,0.135,72.111782
"46",1091,92.26065148,97.75329098,61.86113625,86.93346341,"Alabama","Marengo ","AL",0.174053289,0.133745935,0.098001678,0.162,0.398,0.286,0.154,0.24,37733,38132,0.519,0.026,977.04,39.02808483,2,3,0.422,0.213560004,0.324,0.176,77.060893865
"47",1093,91.51900116,98.0852822,56.7718178,89.84018563,"Alabama","Marion ","AL",0.002449666,0.002014849,0.001532041,0.203,0.348,0.317,0.131,0.202,37887,59526,0.045,0.026,741.41,80.28756019,3,3,0.368,0.190602036,0.313,0.204,74.14540948
"48",1095,90.26231789,95.63499478,55.43197954,85.93456358,"Alabama","Marshall ","AL",0.047505273,0.034020742,0.022369485,0.191,0.311,0.305,0.192,0.183,46233,192218,0.039,0.143,567.06,338.9729482,5,3,0.344,0.210178535,0.362,0.118,72.847148715
"49",1097,90.42791506,98.38576716,64.20793481,87.89672045,"Alabama","Mobile ","AL",0.194371334,0.127532586,0.081014944,0.138,0.335,0.298,0.229,0.208,43598,827514,0.37,0.031,1233.09,671.0897015,5,3,0.363,0.193699692,0.306,0.14,77.317924935
"50",1099,91.23847408,98.63456252,63.1391827,87.47370711,"Alabama","Monroe ","AL",0.002312709,0.001897006,0.001373362,0.163,0.461,0.235,0.141,0.219,39556,42134,0.422,0.016,1025.85,41.07228152,2,3,0.418,0.23257539,0.337,0.184,77.18882839
"51",1101,92.86800169,96.26182991,63.02305383,85.27441805,"Alabama","Montgomery ","AL",0.01209051,0.007358666,0.004509742,0.144,0.255,0.28,0.321,0.201,49640,451526,0.599,0.035,789.76,571.7255875,5,3,0.377,0.196831529,0.287,0.139,77.94552776
"52",1103,90.43161772,95.28785952,55.65496978,85.56630174,"Alabama","Morgan ","AL",0.058334909,0.044134644,0.028088628,0.167,0.296,0.32,0.217,0.132,52797,238178,0.141,0.085,582.21,409.092939,5,2,0.324,0.188557062,0.266,0.127,73.04329375
"53",1105,91.83212498,97.10155349,60.800799,85.71611748,"Alabama","Perry ","AL",0.008688223,0.005268442,0.004281363,0.219,0.394,0.229,0.157,0.353,26814,18280,0.682,0.014,719.48,25.40723856,2,3,0.434,0.260030886,0.346,0.158,76.31646199
"54",1107,92.69535764,95.87687735,59.70158913,85.99632427,"Alabama","Pickens ","AL",0.020875859,0.015812389,0.010723474,0.194,0.367,0.304,0.135,0.231,37586,39876,0.409,0.048,881.42,45.24063443,2,3,0.349,0.21199123,0.255,0.15,76.198473385
"55",1109,91.60033295,98.45463287,63.30920592,87.36440525,"Alabama","Pike ","AL",0.027408247,0.012171329,0.008564755,0.19,0.333,0.242,0.236,0.236,37259,66676,0.387,0.024,671.03,99.36366481,3,3,0.362,0.206046562,0.278,0.123,77.454769435
"56",1111,91.48359158,97.13121547,59.39350465,85.34143349,"Alabama","Randolph ","AL",0.012770405,0.01061712,0.007672528,0.212,0.363,0.275,0.149,0.197,40546,45450,0.205,0.029,581.05,78.22046295,3,3,0.374,0.189983575,0.342,0.165,75.438548115
"57",1113,92.70324218,98.22783195,62.84245963,87.69490981,"Alabama","Russell ","AL",0.105306754,0.067423598,0.037892309,0.167,0.323,0.345,0.165,0.217,39104,115562,0.472,0.056,641.32,180.1939749,4,3,0.451,0.217913198,0.315,0.19,77.772850905
"58",1115,91.42656844,94.85877812,58.10066129,84.4913192,"Alabama","St. Clair ","AL",0.0315865,0.023553419,0.014212671,0.152,0.36,0.323,0.165,0.12,57284,177380,0.102,0.025,633.75,279.8895464,4,2,0.366,0.183353013,0.307,0.138,74.763614865
"59",1117,92.19904408,93.69710572,59.93432455,83.50704755,"Alabama","Shelby ","AL",0.030446334,0.021567442,0.012182289,0.078,0.203,0.297,0.421,0.08,75663,431414,0.137,0.058,794.69,542.870805,5,1,0.35,0.155611575,0.25,0.105,76.066684315
"60",1119,92.73528532,96.25141031,61.37896269,86.93662882,"Alabama","Sumter ","AL",0.009543016,0.005581764,0.004116101,0.158,0.378,0.246,0.218,0.347,27859,25382,0.722,0.012,904.94,28.04826839,2,3,0.428,0.22491915,0.376,0.205,77.057124005
"61",1121,92.15131123,95.99883555,59.57356474,86.13880582,"Alabama","Talladega ","AL",0.184978955,0.138835997,0.090006013,0.19,0.349,0.318,0.143,0.193,41630,159656,0.339,0.024,739.53,215.8884697,4,3,0.388,0.231598623,0.349,0.163,75.862437985
"62",1123,92.11645449,97.0441633,60.46486101,87.18092678,"Alabama","Tallapoosa ","AL",0.163394819,0.142776008,0.107798109,0.195,0.329,0.292,0.183,0.197,42205,80994,0.28,0.024,717.93,112.8160127,3,3,0.36,0.181800672,0.3,0.159,76.29065775
"63",1125,92.21504178,95.74305528,59.69654172,85.17214878,"Alabama","Tuscaloosa ","AL",0.232847959,0.113232429,0.066399089,0.116,0.299,0.283,0.303,0.168,52557,417822,0.328,0.039,1324.37,315.4873638,5,3,0.346,0.178726324,0.3,0.119,75.95579175
"64",1127,92.62662664,96.31951714,58.63799058,86.33856057,"Alabama","Walker ","AL",0.054070749,0.042499793,0.029939057,0.191,0.371,0.322,0.116,0.179,45434,127422,0.07,0.026,794.39,160.4023213,4,3,0.396,0.226809846,0.357,0.142,75.63230861
"65",1129,92.02707657,98.73330786,64.5876277,87.73751332,"Alabama","Washington ","AL",0.001086215,0.000885452,0.00059563,0.196,0.432,0.261,0.111,0.176,44424,32756,0.241,0.016,1080.66,30.31110618,2,3,0.329,0.207900921,0.341,0.166,78.307352135
"66",1131,92.20970288,98.33795123,62.07389645,87.6623879,"Alabama","Wilcox ","AL",0.097741653,0.070476876,0.053140594,0.231,0.403,0.241,0.125,0.334,25385,21254,0.718,0.014,888.68,23.91637035,2,3,0.477,0.220666302,0.368,0.199,77.141799665
"67",1133,90.33171894,96.96673549,56.14343191,87.554732,"Alabama","Winston ","AL",0.092791393,0.082080096,0.060980275,0.219,0.374,0.273,0.135,0.186,41156,47320,0.015,0.032,614.44,77.01321529,3,3,0.378,0.196479681,0.322,0.195,73.237575425
"68",4001,85.54512408,61.67514227,46.84097261,84.32468575,"Arizona","Apache ","AZ",0.190063772,0.121042079,0.076485004,0.204,0.331,0.348,0.117,0.373,33652,143636,0.012,0.064,11204.88,12.81905741,1,3,0.335,0.21513107,0.272,0.168,66.193048345
"69",4003,92.05255725,67.1215376,61.85227859,71.33894417,"Arizona","Cochise ","AZ",0.179805948,0.118888538,0.111722016,0.128,0.235,0.407,0.23,0.151,49164,253540,0.058,0.356,6169.45,41.09604584,2,2,0.298,0.149958457,0.247,0.105,76.95241792
"70",4005,88.34289103,54.2148926,49.11387929,79.05191241,"Arizona","Coconino ","AZ",0.243755863,0.107896874,0.062493875,0.104,0.214,0.326,0.356,0.159,60187,285708,0.023,0.143,18617.42,15.34627247,1,2,0.238,0.15990186,0.17,0.075,68.72838516
"71",4007,91.09109232,54.77314375,56.40255178,64.23144164,"Arizona","Gila ","AZ",0.140835792,0.131102822,0.143869806,0.147,0.286,0.382,0.185,0.204,43585,107778,0.012,0.187,4767.7,22.60586866,1,3,0.308,0.176281047,0.271,0.153,73.74682205
"72",4009,92.21637252,60.20814341,58.55879262,70.9297878,"Arizona","Graham ","AZ",0.164971049,0.0814916,0.054130648,0.144,0.299,0.405,0.153,0.202,50157,76144,0.025,0.331,4629.32,16.44820406,1,3,0.348,0.17534493,0.233,0.099,75.38758257
"73",4011,87.80062896,63.3459578,55.64593502,69.51278968,"Arizona","Greenlee ","AZ",0.20652747,0.112253506,0.065801961,0.11,0.362,0.409,0.119,0.105,65818,18966,0.029,0.473,1847,10.26854358,1,1,0.293,0.142699499,0.223,0.117,71.72328199
"74",4012,104.4951329,41.09535778,67.1972207,54.0864866,"Arizona","La Paz ","AZ",0.128234904,0.104488577,0.196393023,0.227,0.33,0.32,0.124,0.237,37350,42196,0.019,0.281,4499.95,9.376993078,1,3,0.302,0.155210102,0.396,0.141,85.8461768
"75",4013,103.6543079,43.46978775,67.44747235,57.11681143,"Arizona","Maricopa ","AZ",0.204660059,0.120432486,0.075868477,0.126,0.226,0.328,0.32,0.123,65234,8821648,0.075,0.313,9203.14,958.5476261,5,2,0.269,0.136863983,0.204,0.089,85.550890125
"76",4015,96.18735104,37.27778911,57.07183465,60.4259343,"Arizona","Mohave ","AZ",0.14189215,0.136172751,0.151577189,0.147,0.348,0.376,0.129,0.168,45129,419100,0.019,0.168,13311.64,31.48372402,2,3,0.318,0.19352843,0.322,0.136,76.629592845
"77",4017,88.45402843,56.8862075,48.86411686,84.17087749,"Arizona","Navajo ","AZ",0.177423152,0.120335914,0.090588076,0.172,0.301,0.369,0.158,0.285,40650,220890,0.017,0.115,9953.18,22.19290719,1,3,0.34,0.206119784,0.289,0.154,68.659072645
"78",4019,99.21483895,55.30026997,67.52332601,62.01227121,"Arizona","Pima ","AZ",0.197607868,0.117053855,0.098768325,0.117,0.225,0.34,0.319,0.162,53395,2078146,0.053,0.376,9186.27,226.2230481,4,2,0.25,0.149164612,0.198,0.084,83.36908248
"79",4021,101.1184834,48.10033974,65.94030718,62.9975881,"Arizona","Pinal ","AZ",0.188889113,0.115249654,0.101902545,0.146,0.297,0.368,0.19,0.129,58848,894276,0.064,0.304,5369.59,166.5445593,4,2,0.326,0.162744735,0.285,0.128,83.52939529
"80",4023,90.58959259,70.30128079,63.99255151,64.54942209,"Arizona","Santa Cruz ","AZ",0.026237195,0.01712775,0.013126391,0.244,0.272,0.274,0.21,0.244,40545,93022,0.012,0.834,1237.63,75.16139719,3,3,0.269,0.145714493,0.203,0.08,77.29107205
"81",4025,92.61148816,50.56415011,58.18871495,64.01897065,"Arizona","Yavapai ","AZ",0.136411443,0.138902898,0.157931489,0.097,0.257,0.394,0.252,0.132,48758,463986,0.014,0.147,8123.3,57.11792006,2,2,0.23,0.170653301,0.232,0.107,75.400101555
"82",4027,105.5479247,46.48791664,70.02045275,52.07138777,"Arizona","Yuma ","AZ",0.191822569,0.095044745,0.089642941,0.279,0.259,0.314,0.148,0.195,44116,424256,0.033,0.643,5514.09,76.94034736,3,3,0.369,0.133270359,0.263,0.141,87.784188725
"83",5001,90.42019875,92.71935646,56.23273415,82.9966593,"Arkansas","Arkansas ","AR",0.171956779,0.133744161,0.098035905,0.17,0.383,0.292,0.155,0.179,43887,35538,0.26,0.033,988.49,35.95180528,2,3,0.306,0.200832304,0.382,0.193,73.32646645
"84",5003,91.99061039,97.01726706,60.10073328,89.42633103,"Arkansas","Ashley ","AR",0.16963484,0.134490671,0.101790881,0.177,0.399,0.292,0.132,0.196,41127,40092,0.255,0.055,921.15,43.52385605,2,3,0.426,0.204520669,0.474,0.152,76.045671835
"85",5005,87.66423063,93.70662043,53.39297959,83.09769623,"Arkansas","Baxter ","AR",0.137809654,0.134613998,0.154496744,0.118,0.35,0.348,0.183,0.151,39686,83238,0.007,0.025,554.36,150.1515261,4,2,0.337,0.162428159,0.298,0.17,70.52860511
"86",5007,88.62101053,91.60270111,52.92616463,84.99001443,"Arkansas","Benton ","AR",0.082562588,0.046201685,0.026677749,0.119,0.291,0.265,0.324,0.086,68978,545216,0.026,0.169,845.99,644.4709748,5,1,0.293,0.165131567,0.238,0.09,70.77358758
"87",5009,87.14846981,92.43937529,52.14944801,82.40238388,"Arkansas","Boone ","AR",0.012219716,0.009332288,0.007400646,0.13,0.338,0.372,0.16,0.148,44482,74960,0.008,0.026,591.18,126.797253,4,2,0.344,0.199029944,0.302,0.145,69.64895891
"88",5011,91.59537501,96.61711697,60.04906038,89.0187247,"Arkansas","Bradley ","AR",0.016238183,0.012029858,0.008786472,0.18,0.416,0.251,0.152,0.217,37729,21794,0.284,0.157,650.63,33.49676467,2,3,0.464,0.217676305,0.408,0.161,75.822217695
"89",5013,91.2852018,96.75674998,60.16582338,89.86926691,"Arkansas","Calhoun ","AR",0.062608711,0.043572103,0.02915318,0.173,0.436,0.27,0.121,0.157,44969,10554,0.224,0.041,628.27,16.79851019,1,2,0.294,0.206248557,0.371,0.172,75.72551259
"90",5015,87.38371361,91.49860811,52.15316184,83.29329719,"Arkansas","Carroll ","AR",0.008567972,0.007075317,0.006147221,0.142,0.346,0.308,0.204,0.161,45023,56446,0.013,0.152,630.27,89.55844321,3,2,0.277,0.183727337,0.335,0.085,69.768437725
"91",5017,91.49865981,96.79570558,59.27236533,87.48111391,"Arkansas","Chicot ","AR",0.167465032,0.136999425,0.101647825,0.193,0.392,0.267,0.147,0.314,31787,20876,0.549,0.058,644.03,32.41463907,2,3,0.388,0.231034095,0.356,0.097,75.38551257
"92",5019,90.32626584,96.21566462,59.03473945,89.68425999,"Arkansas","Clark ","AR",0.001615707,0.000790283,0.000597085,0.108,0.305,0.31,0.276,0.199,45408,44122,0.254,0.049,865.43,50.98274846,2,3,0.269,0.193394737,0.383,0.148,74.680502645
"93",5021,89.69529106,93.55684013,51.80909041,86.25901998,"Arkansas","Clay ","AR",0.003149678,0.002649431,0.001914019,0.193,0.412,0.278,0.116,0.207,37687,29694,0.014,0.021,639.3,46.44767715,2,3,0.426,0.20333191,0.319,0.154,70.752190735
"94",5023,88.55900009,95.32131176,53.6630454,85.7936033,"Arkansas","Cleburne ","AR",0.064627553,0.051211454,0.036481278,0.153,0.407,0.291,0.149,0.146,44902,49930,0.008,0.024,553.05,90.28116807,3,2,0.366,0.174093981,0.343,0.117,71.111022745
"95",5025,90.49617345,95.5989155,58.94146462,87.34607619,"Arkansas","Cleveland ","AR",0.003476346,0.002858013,0.002172555,0.114,0.472,0.252,0.162,0.155,47600,16036,0.124,0.024,597.74,26.82771774,2,2,0.355,0.190385598,0.329,0.171,74.718819035
"96",5027,91.73010502,98.06193225,61.0809063,90.73056028,"Arkansas","Columbia ","AR",0.010159037,0.00560106,0.00420618,0.15,0.399,0.245,0.206,0.224,40909,47074,0.366,0.029,766.11,61.44548433,2,3,0.364,0.204764249,0.343,0.163,76.40550566
"97",5029,90.54584665,96.80024664,55.61428915,89.81496671,"Arkansas","Conway ","AR",0.172777751,0.137164329,0.098008712,0.141,0.434,0.265,0.16,0.179,44565,41782,0.125,0.04,556.15,75.12721388,3,3,0.368,0.190009338,0.383,0.185,73.0800679
"98",5031,90.06754278,93.0493733,52.96179112,86.91129608,"Arkansas","Craighead ","AR",0.214226496,0.112234934,0.069225667,0.109,0.341,0.287,0.263,0.179,45615,217116,0.173,0.052,710.84,305.4358224,4,3,0.382,0.207629208,0.34,0.139,71.51466695
"99",5033,89.87583077,96.69468995,54.84713286,89.49672546,"Arkansas","Crawford ","AR",0.034292514,0.024303566,0.015418328,0.148,0.374,0.324,0.153,0.16,47363,126812,0.025,0.08,595.39,212.989805,4,2,0.352,0.190041771,0.31,0.15,72.361481815
"100",5035,90.3967209,93.45033794,54.59193384,84.62555228,"Arkansas","Crittenden ","AR",0.163028101,0.104659692,0.059713223,0.176,0.35,0.294,0.18,0.192,42606,96684,0.549,0.026,610.17,158.4542013,4,3,0.413,0.23311338,0.378,0.196,72.49432737
"101",5037,90.73021869,93.72701664,54.48286461,84.20910356,"Arkansas","Cross ","AR",0.177830415,0.130876709,0.093847445,0.172,0.415,0.258,0.154,0.18,41214,33352,0.237,0.02,615.85,54.15604449,2,3,0.389,0.204880094,0.365,0.169,72.60654165
